Mixed,2,0,0,841
Mixed,2,0,1,591
Mixed,2,0,2,596
Mixed,2,0,3,609
Mixed,2,0,4,575
Mixed,2,0,5,541
Mixed,2,0,6,576
Mixed,2,0,7,586
Mixed,2,0,8,578
Mixed,2,0,9,593
Mixed,2,0,10,585
Mixed,2,0,11,617
Mixed,2,0,12,566
Mixed,2,0,13,450
Mixed,2,1,1,854
Mixed,2,1,2,631
Mixed,2,1,3,638
Mixed,2,1,4,619
Mixed,2,1,5,628
Mixed,2,1,6,609
Mixed,2,1,7,610
Mixed,2,1,8,608
Mixed,2,1,9,624
Mixed,2,1,10,586
Mixed,2,1,11,609
Mixed,2,1,12,589
Mixed,2,1,13,510
Mixed,2,2,2,857
Mixed,2,2,3,641
Mixed,2,2,4,646
Mixed,2,2,5,629
Mixed,2,2,6,622
Mixed,2,2,7,619
Mixed,2,2,8,640
Mixed,2,2,9,624
Mixed,2,2,10,619
Mixed,2,2,11,606
Mixed,2,2,12,622
Mixed,2,2,13,515
Mixed,2,3,3,848
Mixed,2,3,4,633
Mixed,2,3,5,653
Mixed,2,3,6,649
Mixed,2,3,7,621
Mixed,2,3,8,636
Mixed,2,3,9,625
Mixed,2,3,10,633
Mixed,2,3,11,624
Mixed,2,3,12,663
Mixed,2,3,13,525
Mixed,2,4,4,855
Mixed,2,4,5,659
Mixed,2,4,6,666
Mixed,2,4,7,636
Mixed,2,4,8,640
Mixed,2,4,9,640
Mixed,2,4,10,637
Mixed,2,4,11,650
Mixed,2,4,12,637
Mixed,2,4,13,569
Mixed,2,5,5,870
Mixed,2,5,6,687
Mixed,2,5,7,674
Mixed,2,5,8,641
Mixed,2,5,9,651
Mixed,2,5,10,652
Mixed,2,5,11,635
Mixed,2,5,12,652
Mixed,2,5,13,566
Mixed,2,6,6,885
Mixed,2,6,7,673
Mixed,2,6,8,668
Mixed,2,6,9,663
Mixed,2,6,10,658
Mixed,2,6,11,676
Mixed,2,6,12,649
Mixed,2,6,13,553
Mixed,2,7,7,871
Mixed,2,7,8,689
Mixed,2,7,9,694
Mixed,2,7,10,668
Mixed,2,7,11,686
Mixed,2,7,12,639
Mixed,2,7,13,583
Mixed,2,8,8,874
Mixed,2,8,9,695
Mixed,2,8,10,663
Mixed,2,8,11,656
Mixed,2,8,12,671
Mixed,2,8,13,571
Mixed,2,9,9,870
Mixed,2,9,10,664
Mixed,2,9,11,684
Mixed,2,9,12,660
Mixed,2,9,13,605
Mixed,2,10,10,867
Mixed,2,10,11,663
Mixed,2,10,12,680
Mixed,2,10,13,607
Mixed,2,11,11,876
Mixed,2,11,12,676
Mixed,2,11,13,580
Mixed,2,12,12,868
Mixed,2,12,13,575
Mixed,2,13,13,829
Mixed,3,0,0,813
Mixed,3,0,1,565
Mixed,3,0,2,566
Mixed,3,0,3,558
Mixed,3,0,4,578
Mixed,3,0,5,556
Mixed,3,0,6,568
Mixed,3,0,7,576
Mixed,3,0,8,585
Mixed,3,0,9,588
Mixed,3,0,10,530
Mixed,3,0,11,574
Mixed,3,0,12,583
Mixed,3,0,13,432
Mixed,3,1,1,824
Mixed,3,1,2,578
Mixed,3,1,3,576
Mixed,3,1,4,580
Mixed,3,1,5,595
Mixed,3,1,6,587
Mixed,3,1,7,582
Mixed,3,1,8,593
Mixed,3,1,9,579
Mixed,3,1,10,598
Mixed,3,1,11,578
Mixed,3,1,12,583
Mixed,3,1,13,440
Mixed,3,2,2,819
Mixed,3,2,3,607
Mixed,3,2,4,608
Mixed,3,2,5,602
Mixed,3,2,6,594
Mixed,3,2,7,569
Mixed,3,2,8,570
Mixed,3,2,9,590
Mixed,3,2,10,608
Mixed,3,2,11,582
Mixed,3,2,12,587
Mixed,3,2,13,476
Mixed,3,3,3,828
Mixed,3,3,4,626
Mixed,3,3,5,637
Mixed,3,3,6,609
Mixed,3,3,7,626
Mixed,3,3,8,599
Mixed,3,3,9,590
Mixed,3,3,10,605
Mixed,3,3,11,607
Mixed,3,3,12,593
Mixed,3,3,13,480
Mixed,3,4,4,827
Mixed,3,4,5,648
Mixed,3,4,6,626
Mixed,3,4,7,620
Mixed,3,4,8,608
Mixed,3,4,9,621
Mixed,3,4,10,626
Mixed,3,4,11,616
Mixed,3,4,12,631
Mixed,3,4,13,503
Mixed,3,5,5,831
Mixed,3,5,6,649
Mixed,3,5,7,629
Mixed,3,5,8,626
Mixed,3,5,9,637
Mixed,3,5,10,606
Mixed,3,5,11,645
Mixed,3,5,12,614
Mixed,3,5,13,514
Mixed,3,6,6,835
Mixed,3,6,7,645
Mixed,3,6,8,632
Mixed,3,6,9,641
Mixed,3,6,10,634
Mixed,3,6,11,603
Mixed,3,6,12,630
Mixed,3,6,13,504
Mixed,3,7,7,819
Mixed,3,7,8,669
Mixed,3,7,9,637
Mixed,3,7,10,622
Mixed,3,7,11,616
Mixed,3,7,12,618
Mixed,3,7,13,532
Mixed,3,8,8,828
Mixed,3,8,9,648
Mixed,3,8,10,656
Mixed,3,8,11,656
Mixed,3,8,12,635
Mixed,3,8,13,539
Mixed,3,9,9,844
Mixed,3,9,10,640
Mixed,3,9,11,647
Mixed,3,9,12,649
Mixed,3,9,13,517
Mixed,3,10,10,847
Mixed,3,10,11,637
Mixed,3,10,12,629
Mixed,3,10,13,538
Mixed,3,11,11,843
Mixed,3,11,12,620
Mixed,3,11,13,522
Mixed,3,12,12,844
Mixed,3,12,13,528
Mixed,3,13,13,802
Mixed,4,0,0,800
Mixed,4,0,1,551
Mixed,4,0,2,581
Mixed,4,0,3,579
Mixed,4,0,4,590
Mixed,4,0,5,549
Mixed,4,0,6,545
Mixed,4,0,7,565
Mixed,4,0,8,536
Mixed,4,0,9,554
Mixed,4,0,10,548
Mixed,4,0,11,556
Mixed,4,0,12,555
Mixed,4,0,13,445
Mixed,4,1,1,788
Mixed,4,1,2,571
Mixed,4,1,3,594
Mixed,4,1,4,595
Mixed,4,1,5,582
Mixed,4,1,6,559
Mixed,4,1,7,588
Mixed,4,1,8,581
Mixed,4,1,9,581
Mixed,4,1,10,557
Mixed,4,1,11,582
Mixed,4,1,12,571
Mixed,4,1,13,477
Mixed,4,2,2,782
Mixed,4,2,3,598
Mixed,4,2,4,577
Mixed,4,2,5,584
Mixed,4,2,6,574
Mixed,4,2,7,581
Mixed,4,2,8,588
Mixed,4,2,9,580
Mixed,4,2,10,567
Mixed,4,2,11,567
Mixed,4,2,12,582
Mixed,4,2,13,475
Mixed,4,3,3,805
Mixed,4,3,4,622
Mixed,4,3,5,620
Mixed,4,3,6,585
Mixed,4,3,7,594
Mixed,4,3,8,600
Mixed,4,3,9,577
